date,platform,campaign_id,impressions,clicks,conversions,spend,cpm,cpc,cpa
2025-06-13,Twitter,97182157-b754-4ed7-9939-935f431552f2,81407.0,47180.0,36896.0,1189.15,14.61,,0.03
2025-06-07,Google Ads,251a2b58-eda0-4b32-84d0-3bfb61032970,72674.0,37615.0,858.0,2778.0,38.23,0.07,3.24
2025-05-02,Twitter,3edf4cc9-9ccb-446b-bd7c-55a91b0e51a4,24946.0,19291.0,16624.0,6622.69,265.48,0.34,0.4
2025-06-23,G1sMvHEO,f84492b2-0e00-45ab-986b-674561a322bf,SwYZd6ba,34084.0,33603.0,8745.11,121.71,0.26,0.26
2025-04-20,Twitter,798f3722-426f-495d-827d-79f164488f86,39660.0,2541.0,330.0,1522.73,38.39,0.6,4.61
2025-06-23,Google Ads,fbc45fe9-0cb3-486a-b36a-09627882c649,61848.0,36999.0,3018.0,8194.16,132.49,0.22,2.72
2025-05-27,Google Ads,aeca90d6-5315-4ba7-aa0d-826e52800153,77256.0,13436.0,11623.0,4310.34,55.79,0.32,0.37
2025-05-05,Twitter,75a94c93-be7d-463b-adc8-08b097a6a474,72417.0,24919.0,22918.0,1540.69,21.28,0.06,0.07
2025-05-03,LinkedIn,be9a9943-5b10-42b2-9f85-efe0113add24,73066.0,23194.0,6192.0,1332.93,18.24,0.06,0.22
2025-05-25,Meta Ads,65b9e822-5df1-41ae-8fe9-866b886baa79,58651.0,33797.0,2543.0,7042.39,120.07,0.21,2.77
2025-06-15,Google Ads,92f9211b-0a4d-40f7-b6b5-af0bc85182f6,48735.0,1959.0,556.0,7963.42,163.4,4.07,14.32
2025-07-13,Twitter,d449b9fd-d792-4043-b5cc-51615b4a5dd1,29004.0,19014.0,1262.0,4107.65,141.62,0.22,3.25
2025-04-24,Twitter,59573803-9663-4abc-b669-5beb630bce65,85995.0,61199.0,43527.0,5204.26,60.52,0.09,0.12
2025-06-11,Google Ads,e489126d-e89f-42c7-b2e1-fa85e205e4e3,46257.0,5089.0,625.0,3766.47,81.42,0.74,6.03
2025-05-14,Twitter,010ce438-d060-4230-a778-9b213c675e9d,29799.0,12552.0,2089.0,7871.53,264.15,0.63,3.77
2025-04-18,Google Ads,838a0242-a07d-4ad2-8004-d4231282a714,48651.0,30638.0,29885.0,8164.95,167.83,0.27,0.27
2025-06-18,LinkedIn,831e4e61-6b38-490f-889b-ced46f5de44a,66681.0,3584.0,674.0,9061.12,135.89,2.53,13.44
2025-05-17,Meta Ads,f26d74cd-96a3-4c84-a243-4918e94a5e6c,24616.0,14585.0,4917.0,7294.01,296.31,0.5,1.48
2025-05-28,Google Ads,22778439-97a2-4a45-9bad-3cf62d6493bd,57125.0,8112.0,5553.0,7423.76,129.96,0.92,1.34
2025-07-13,LinkedIn,7549a37f-8e35-4b64-945d-c98689a58b3d,42968.0,27016.0,22708.0,9969.35,232.02,0.37,0.44
2025-06-19,LinkedIn,110edaa2-4766-454c-a2b0-697284d212f2,94149.0,9461.0,3069.0,64.84,0.69,0.01,0.02
2025-05-11,Twitter,d80a5aad-09dc-4dd7-867a-38914b95c2e2,87444.0,44089.0,37296.0,4640.53,53.07,0.11,0.12
2025-05-11,Google Ads,9cf4b698-4320-41a2-a9cd-f9f67be84eab,96852.0,68977.0,28678.0,4979.41,51.41,0.07,0.17
2025-06-19,Twitter,4c15a268-0f63-4a6f-81ba-0facba66a60b,5243.0,3664.0,2263.0,6001.24,1144.62,1.64,2.65
2025-04-30,LinkedIn,650baf0c-9e8c-4712-b9a9-251dec635bbc,19155.0,8391.0,4063.0,4587.77,239.51,0.55,1.13
2025-05-31,Twitter,15a80cb9-7573-4201-b618-d697236fa062,5766.0,186.0,109.0,183.34,31.8,0.99,1.68
2025-06-20,Google Ads,840976e1-8706-41f5-b2cf-697c491e0e38,967.0,766.0,524.0,4922.49,5090.48,6.43,9.39
2025-04-28,Twitter,11c59a34-e682-4a04-89fc-aac5d2cf76d7,85786.0,17139.0,12851.0,530.19,6.18,0.03,0.04
2025-06-19,Google Ads,71c90832-c23e-49af-9ec3-ab26a2995137,88178.0,32499.0,15374.0,496.23,5.63,0.02,0.03
2025-06-09,LinkedIn,1b1e4a2a-ab0a-4bfd-a154-2811507ac1b4,4779.0,3805.0,1734.0,8569.95,1793.25,2.25,4.94
2025-05-05,Meta Ads,181dc7a4-f18c-4455-8ae4-1dfaff933f8d,51077.0,42713.0,37710.0,1165.32,22.81,0.03,0.03
2025-04-23,Twitter,a05d8e66-bf93-4ba3-8bc7-2b979fec03f3,4107.0,600.0,559.0,7759.51,1889.34,12.93,13.88
2025-07-09,Twitter,5952172b-81ad-4fa6-9587-704c5d3a163a,60839.0,,15503.0,9736.44,160.04,0.19,0.63
2025-04-22,Meta Ads,3993c477-5e2e-4481-8cd9-4fecde37929d,65343.0,9210.0,u6CBhmiU,3111.73,47.62,0.34,0.44
2025-04-27,Twitter,82106d05-d7e4-491c-8994-876fffb01f7c,56269.0,19550.0,11801.0,7153.14,127.12,0.37,0.61
2025-06-10,Google Ads,3755a7cd-4767-4061-90ff-21f221047a04,12122.0,7908.0,2226.0,5997.15,494.73,0.76,2.69
2025-06-11,Meta Ads,46ff35db-e07c-4e74-be5b-6f258a1603ec,92752.0,36085.0,26146.0,6322.56,68.17,0.18,0.24
2025-06-12,Twitter,a5b51563-b524-473f-a3a2-4b80c14fcf77,15241.0,10114.0,5314.0,311.89,20.46,0.03,0.06
2025-05-28,Google Ads,976d5ba4-31bd-41ab-b846-f7e734e016ef,92085.0,JzLAxmNq,33576.0,4354.07,47.28,0.08,0.13
2025-06-10,Twitter,805f0005-71ca-46dd-865d-093f81a307f7,7196.0,1627.0,570.0,6111.92,849.35,3.76,10.72
2025-05-30,,d18b118f-165e-4f44-b0ab-ce701c01f504,32480.0,12553.0,7876.0,1580.11,48.65,0.13,0.2
2025-05-09,Google Ads,86eb53d7-5d02-408e-bb9c-70169f0b9c8b,61032.0,49582.0,17212.0,6219.52,101.91,0.13,0.36
2025-04-26,LinkedIn,1daa23d2-a5a9-4815-b2d5-307857a77afe,22744.0,17778.0,10411.0,7789.07,342.47,0.44,0.75
2025-06-12,Twitter,a35c0549-7be2-46de-810b-403b386f61fe,92219.0,86903.0,29348.0,2420.09,26.24,0.03,0.08
2025-05-17,Twitter,c2c3aebd-2007-47e6-a6a0-03d03b6c8ca1,44437.0,19329.0,13416.0,2964.56,66.71,0.15,0.22
2025-05-17,Meta Ads,781208d5-a85b-4d67-937a-c5750e4a0901,57574.0,14056.0,11275.0,5465.16,94.92,0.39,0.48
2025-04-20,Meta Ads,f49a89a1-3852-4c8a-a876-96f6c24639b8,41041.0,14923.0,1971.0,252.99,6.16,0.02,0.13
2025-06-09,Meta Ads,235d4df2-1f70-4f7f-ba62-f5a863dceeba,98598.0,71930.0,57564.0,4010.94,40.68,0.06,0.07
2025-06-03,LinkedIn,3430cb74-3d62-46a9-a4fb-91b59c00eb41,8730.0,8203.0,7043.0,7995.23,915.83,0.97,1.14
2025-05-11,Twitter,ebf12793-ad72-4b1d-b79a-5f511fa2f190,10539.0,3712.0,3108.0,1661.7,157.67,0.45,0.53
2025-07-09,LinkedIn,2fdad2ed-8f48-47b9-b7d2-a26b73a9cae3,74886.0,68784.0,21775.0,6111.81,81.61,0.09,0.28
2025-06-20,Meta Ads,97725fef-d1fc-4a56-923b-97359391f1a3,86613.0,64846.0,10823.0,1177.03,13.59,0.02,0.11
2025-07-06,Meta Ads,fe8b352e-760f-4884-8ae8-e9df1115ec15,719.0,375.0,343.0,760.99,1058.4,2.03,2.22
2025-05-19,Google Ads,acc88499-85a2-4d1c-9f43-1d0a52d9991e,84941.0,84857.0,74524.0,8260.34,97.25,0.1,0.11
2025-06-02,Twitter,0939a075-85c7-4a03-93f2-d5a40fa28e53,99311.0,45252.0,29071.0,855.93,8.62,0.02,0.03
2025-04-15,Google Ads,3c364706-f797-42fc-99d9-5441d4a7b1c8,61452.0,22326.0,19256.0,7513.14,122.26,0.34,0.39
2025-07-04,Google Ads,1157838f-a4e7-4bb0-b8c0-a046015ff3b7,86521.0,30615.0,10103.0,PCpsviaN,63.02,0.18,0.54
2025-04-16,Twitter,b9fa0f87-2260-4528-b0b7-0055f5ce9a23,56185.0,8096.0,4302.0,9177.38,163.34,1.13,2.13
2025-05-17,Twitter,0f8da8c2-b26b-4ce4-87b0-5680ad1301cf,71947.0,64501.0,5441.0,6365.06,88.47,0.1,1.17
2025-05-03,Twitter,88672b3f-cd09-451f-9539-3a828d790318,83824.0,66352.0,45759.0,3401.52,40.58,0.05,0.07
2025-07-02,Meta Ads,96d7c74d-5795-494d-b30e-6925a60d6a0a,55858.0,22495.0,13510.0,9409.43,168.45,0.42,0.7
2025-06-09,LinkedIn,eab1083d-ba98-4dbc-a96a-e3ef2cdc0e3d,43573.0,33587.0,6542.0,6728.39,154.42,0.2,b2OX7Bcu
2025-07-09,Meta Ads,09b088d4-1ba1-4596-9f60-8ebe004b517c,76284.0,74529.0,57712.0,5269.77,69.08,,0.09
2025-06-19,Google Ads,dfbb8622-bbdc-4182-be4f-38099f4eddcc,74570.0,2616.0,1297.0,3000.4,40.24,1.15,2.31
2025-05-19,Meta Ads,0d3874cf-1be8-44bc-bd38-1c21d937142f,94267.0,68036.0,51048.0,3519.05,37.33,0.05,0.07
2025-07-13,LinkedIn,b96d2141-f754-43c6-ad3c-2f8cc5b91766,22057.0,16919.0,6194.0,6020.8,272.97,0.36,0.97
2025-05-23,LinkedIn,89272a23-0880-4ea2-8604-f78b1f13fadb,62165.0,32624.0,20743.0,3926.46,63.16,0.12,0.19
2025-05-09,LinkedIn,67e7efab-180a-40f5-8dee-c18b98d043db,57888.0,53120.0,9858.0,5216.18,90.11,0.1,0.53
2025-06-23,Meta Ads,7d162af3-4291-48ec-813e-4269041dd99a,,49336.0,44356.0,6702.93,121.0,0.14,0.15
2025-05-30,LinkedIn,3a30f4cf-c1b4-483e-b410-659e92c379a9,66458.0,64462.0,42519.0,785.62,11.82,0.01,0.02
2025-06-18,LinkedIn,6ee245c6-04cc-4011-8e6c-bb6ce9df931b,28305.0,9302.0,8370.0,2263.32,79.96,0.24,0.27
2025-07-10,Google Ads,5ba1283a-78e1-4d47-a950-1f5bd7ee753a,40049.0,36671.0,9256.0,5493.18,137.16,0.15,0.59
2025-05-23,Google Ads,3e26a957-98a1-45c3-9ba9-9d7b46c04d1e,41541.0,35098.0,33171.0,1972.99,47.5,0.06,
2025-05-02,Twitter,8d8880d3-be76-46c3-a96c-c48d3633182a,1728.0,1084.0,557.0,8289.97,4797.44,7.65,14.88
2025-05-21,Google Ads,0c1f167f-9345-490e-a662-1cc7576eb336,68750.0,59814.0,10408.0,7233.86,105.22,0.12,0.7
2025-04-21,LinkedIn,e4178937-d3f0-45dd-97f7-1a85979e923b,73529.0,39601.0,37030.0,2003.27,27.24,0.05,0.05
2025-05-22,Twitter,e8c1a2da-fd1c-4af1-bbe3-f2bcf4c85342,81937.0,33042.0,19321.0,163.38,1.99,0.0,0.01
2025-05-25,Google Ads,ee422108-b129-456c-9e42-6273c2d0be74,40340.0,11451.0,10453.0,9624.97,238.6,0.84,0.92
2025-06-05,Twitter,32ac9cd2-4aff-4398-81a9-0127bcaae907,12890.0,5779.0,526.0,7353.83,570.51,1.27,13.98
2025-06-07,Twitter,fb8b1459-faa7-477e-b8c0-6f8a233a36a4,88543.0,17203.0,4234.0,8948.39,101.06,0.52,2.11
2025-05-20,Google Ads,dd445a82-2b28-4a91-9347-4904a8f38539,68875.0,11011.0,8290.0,299.83,4.35,0.03,0.04
2025-04-19,Meta Ads,1387109d-3460-4a36-9683-0beb87d0eab2,3280.0,2651.0,1749.0,5348.91,1630.77,2.02,3.06
2025-04-19,LinkedIn,d8b51fad-a1eb-451b-9beb-e9914970533a,79410.0,6751.0,1303.0,5478.23,68.99,0.81,4.2
2025-05-29,Google Ads,2aeb9c4c-ca28-4060-84af-3b7672361fc3,95231.0,2592.0,2031.0,2495.49,26.2,0.96,1.23
2025-05-03,LinkedIn,0882254f-d22d-4f17-8fa7-c72a980bc8e9,39802.0,22068.0,20809.0,6297.87,158.23,0.29,0.3
2025-06-04,Google Ads,4901c0df-1375-4b83-aa2a-245dc10c2674,96214.0,30156.0,20895.0,5441.43,56.56,0.18,0.26
2025-06-07,Twitter,a6f8e400-cd42-422e-b80f-c001d81144f6,79521.0,10104.0,2550.0,1455.09,18.3,0.14,0.57
2025-05-14,Twitter,377c2c57-2076-4a61-b07a-94e332ad153f,74101.0,18237.0,6264.0,TJ22IHXD,23.57,0.1,0.28
2025-04-22,Meta Ads,9938b914-8522-4b98-826b-a8f315d9977d,46111.0,39001.0,19808.0,4086.02,88.61,0.1,0.21
2025-04-22,Google Ads,454ee341-0518-4760-b326-8e7f7dac0834,15295.0,12179.0,10639.0,1238.1,80.95,0.1,0.12
2025-05-26,LinkedIn,b0b469df-a9ee-49cc-8673-9d5bd7b17f22,58551.0,27510.0,17646.0,2866.04,48.95,0.1,0.16
2025-06-21,Twitter,6467bfed-d620-462c-9e51-1e5a191f0428,99190.0,56919.0,42170.0,4031.35,40.64,0.07,0.1
2025-05-19,Google Ads,a961c759-2473-4be4-8d13-bb4961e6f100,38993.0,595.0,470.0,3822.91,98.04,6.43,8.13
2025-04-29,Google Ads,6dd134bf-fc36-4816-b4d3-f40b4c16925e,20417.0,5589.0,2398.0,3693.64,180.91,0.66,1.54
2025-06-15,Google Ads,b0b7d754-f9bc-43b9-b177-a1334bb8d9dc,95932.0,65946.0,36537.0,1992.64,20.77,0.03,0.05
2025-05-27,Twitter,718d770e-3b7f-4cf1-bc20-5b7aad2fdb5e,39963.0,21712.0,21023.0,6626.06,165.8,0.31,0.32
2025-05-26,LinkedIn,2358c5ff-9771-4592-8a89-2edbe5d8fff6,21356.0,9826.0,3168.0,7232.55,338.67,0.74,2.28
2025-05-29,Twitter,2921ead3-7e23-46d7-bbab-20c8f035591a,58937.0,33248.0,1517.0,2753.96,46.73,0.08,1.82
2025-04-18,LinkedIn,9e712cff-14c8-4bc4-ab99-3f4363c89d77,99326.0,29152.0,2408.0,827.65,8.33,0.03,0.34
2025-06-05,Meta Ads,f2c7c56b-6591-47ca-abe9-3e6c57d94f5f,73481.0,71321.0,40989.0,,10.85,0.01,0.02
2025-06-03,Google Ads,2c993304-076c-47b3-ab38-0409efacd7ea,57570.0,33195.0,32798.0,8889.56,154.41,0.27,0.27
2025-05-29,Twitter,2a0ff1db-b07f-4ea7-87e9-cf38155aff4d,17359.0,12959.0,1833.0,2122.37,122.26,0.16,1.16
2025-04-25,Meta Ads,cfafbb46-565f-4d42-afb3-24844f811e2c,56685.0,22204.0,19569.0,8945.84,157.82,0.4,0.46
2025-05-10,Google Ads,01c85a37-7242-47b0-9ca1-53a893443a96,39644.0,7665.0,5117.0,1237.98,31.23,0.16,0.24
2025-05-27,Meta Ads,4e67d5bc-6653-489d-afe0-e8be48cbf70f,71303.0,58784.0,21571.0,8575.17,120.26,0.15,0.4
2025-04-29,Twitter,ffd14c09-baa1-413d-9b11-47fde717d563,64718.0,36271.0,36004.0,1467.41,22.67,0.04,0.04
2025-05-17,Twitter,76720da0-686e-4410-a8ec-302cbe780424,18856.0,16524.0,13608.0,2398.76,127.21,0.15,0.18
2025-05-31,Twitter,9eac9a80-d6c0-424f-92c8-2881d84b48a8,22022.0,1388.0,1093.0,1564.87,71.06,1.13,1.43
2025-06-26,Twitter,bc9d4c2f-e6fe-4655-a8ca-5c437e63d102,67444.0,57525.0,20041.0,1606.45,23.82,0.03,0.08
2025-06-30,LinkedIn,274758ce-9c29-4aea-95f7-021be74f912c,88201.0,20193.0,4254.0,1110.63,12.59,0.06,0.26
2025-06-26,Twitter,a8ec01b3-01c5-4fe4-9082-66e9b1b7b00e,10145.0,8304.0,1245.0,4155.65,409.63,0.5,3.34
2025-05-06,LinkedIn,dc517675-6a6a-428b-9101-c8889996d3d9,14020.0,1331.0,888.0,4778.83,340.86,3.59,5.38
2025-06-21,Google Ads,2e5965f1-c1aa-41e0-8a5b-cc8203b64258,75922.0,51772.0,25799.0,596.74,7.86,0.01,0.02
2025-04-28,Google Ads,ff24ed3d-e439-4b83-8568-32f49cace567,65436.0,12681.0,4327.0,8650.53,132.2,0.68,2.0
2025-06-20,Twitter,2d65459a-f42e-463c-a6ae-235ed7491f40,10641.0,6421.0,4815.0,4191.18,393.87,0.65,0.87
2025-05-29,Meta Ads,20f45cdd-c660-4354-a911-99f62498ae95,7462.0,7069.0,2239.0,2119.39,284.02,0.3,0.95
2025-05-07,Twitter,9bd2928a-a410-4428-86e4-b38d2ba54e8a,97502.0,81845.0,37209.0,769.92,7.9,0.01,0.02
2025-06-22,Meta Ads,1d334b44-f356-4972-bcdf-5f1766cb5c04,39060.0,11851.0,8506.0,3832.32,98.11,0.32,0.45
2025-04-20,LinkedIn,0929ed17-ce65-45a9-b978-1fce4af86152,97469.0,55424.0,49226.0,5900.29,60.54,0.11,0.12
2025-05-11,Meta Ads,b0e9b028-642d-4deb-bdaa-b3d698a82db7,49251.0,13485.0,13481.0,7541.53,153.12,0.56,0.56
2025-04-26,Meta Ads,0d961e93-7cf3-4efb-a75c-87f3fdb0ea29,50246.0,37020.0,16687.0,4618.61,91.92,0.12,0.28
2025-05-31,Twitter,1b3e8fa8-dbfa-4bd1-af61-18b7c30d4ca2,93231.0,88911.0,88802.0,1075.35,11.53,0.01,0.01
2025-05-24,Meta Ads,b232dc80-86af-4705-93bc-702050241938,57378.0,28196.0,12925.0,2293.2,39.97,0.08,0.18
2025-06-24,LinkedIn,155fe278-89e4-477c-ac95-968902dc3638,30148.0,27283.0,22230.0,2602.28,86.32,0.1,0.12
2025-06-22,Google Ads,e1e7d521-c554-4442-8531-0b81131321d5,95313.0,28931.0,26955.0,2412.0,25.31,0.08,0.09
2025-05-13,Google Ads,2405902c-6cbe-4316-beb5-4d1a918b3799,31198.0,28568.0,4584.0,259.96,8.33,0.01,
2025-06-20,Google Ads,c608283d-705c-4cc0-8828-2423d5151380,50392.0,17520.0,16288.0,3060.24,60.73,0.17,0.19
2025-07-01,Meta Ads,3fb6d66c-3680-42e1-8115-bc147e9c0f94,70109.0,40385.0,30417.0,7524.22,107.32,0.19,0.25
2025-06-26,Twitter,a341fbff-0792-42d3-aa3f-4f1d947ad014,71781.0,10333.0,7968.0,6424.85,89.51,0.62,0.81
2025-07-05,Twitter,36eba294-f6f8-4305-a299-fe3238d283cd,88376.0,41163.0,21636.0,7902.76,89.42,0.19,0.37
2025-05-17,Google Ads,009d1bc5-75a8-4326-b198-4b30798c3532,30227.0,13001.0,2363.0,1543.54,51.06,0.12,0.65
2025-04-21,Google Ads,c486326d-c9f2-43c5-adf9-a5ccc6ab4077,10048.0,375.0,222.0,7027.99,699.44,18.74,31.66
2025-04-30,Meta Ads,a393533e-94d6-4a21-81c2-622529e29e0a,30288.0,17935.0,16016.0,2359.69,77.91,0.13,0.15
2025-07-11,Twitter,d6e841b1-a6db-44a4-8945-95c030977b5e,67279.0,53217.0,50527.0,7420.81,110.3,0.14,0.15
2025-06-08,Meta Ads,6777204c-3e3e-462a-8b1c-0711e0cada81,72891.0,26628.0,19973.0,1650.0,22.64,0.06,0.08
2025-05-24,Google Ads,178aa4fe-2ef9-49eb-8489-ec945b987e88,76251.0,65762.0,55991.0,5169.11,67.79,0.08,0.09
2025-05-23,Google Ads,7c9bcc85-4237-474e-a2b4-bd13e54af563,96712.0,88791.0,54562.0,1317.34,13.62,0.01,0.02
2025-05-29,Meta Ads,268b7af9-4806-4b4d-86bc-6fffef884b6d,98524.0,16620.0,6529.0,7126.22,72.33,0.43,1.09
2025-05-24,Google Ads,359b93c7-1fdc-4cf5-8463-cd48916cd791,31141.0,9658.0,1378.0,900.78,28.93,0.09,0.65
2025-05-26,LinkedIn,9fd13450-f0d0-4f31-a4d3-edfa22331147,15673.0,10894.0,282.0,2205.23,140.7,0.2,7.82
2025-05-01,Meta Ads,6ded968c-4e16-4000-a96d-5ef6c1ae10ba,51111.0,9105.0,192.0,8713.76,170.49,0.96,45.38
2025-04-18,Google Ads,a5a76d3f-7e4e-45c6-8d44-c4f7a311560a,32955.0,22786.0,15803.0,1312.16,39.82,0.06,0.08
2025-05-26,Google Ads,b206d1ed-e42b-434a-873c-1e9000059f1e,39840.0,20861.0,1252.0,947.08,23.77,0.05,0.76
2025-05-26,Twitter,9af48ae9-ac4a-479d-b918-c9a0a7622c7b,97081.0,69275.0,27744.0,679.14,7.0,0.01,0.02
2025-04-19,LinkedIn,e4036987-3ff0-4b8c-a792-ffeb56a0e70f,50562.0,25852.0,836.0,8914.15,176.3,0.34,10.66
2025-05-03,Meta Ads,f1b5b371-1688-4711-abc8-2400b8ccaff9,8436.0,4683.0,3838.0,9692.9,1148.99,2.07,2.53
2025-07-03,Google Ads,11539db9-8cdb-4531-b58f-5aba047d9465,32377.0,15903.0,1847.0,5163.85,159.49,0.32,2.8
2025-06-03,Google Ads,7cc35d3a-da25-4244-9438-f21d63118c5a,43555.0,39930.0,8272.0,3121.78,71.67,0.08,0.38
2025-05-16,Twitter,8cedfc1e-40fb-4cb9-9a8b-73eac975f406,16831.0,6518.0,5576.0,9266.56,550.57,1.42,1.66
2025-05-06,Google Ads,a61b1c92-ae55-4f86-bae9-eb92a193fea6,47214.0,26330.0,21433.0,9962.2,211.0,0.38,0.46
2025-04-24,Google Ads,53974c33-97de-4ff9-8c26-c7a4f97ebf82,95621.0,5836.0,3613.0,3689.88,38.59,0.63,1.02
2025-07-06,Twitter,87b65d02-fafd-42d8-a801-45558374a70f,88098.0,36637.0,333.0,4449.79,50.51,0.12,13.36
2025-06-05,Google Ads,43677b44-4071-4aab-a40f-4e57dc0f40ea,85996.0,85414.0,2569.0,3274.12,38.07,0.04,1.27
2025-06-16,Meta Ads,4a4a3a30-e003-4344-ba83-897a2f413e12,80971.0,65422.0,40127.0,6797.72,83.95,0.1,0.17
2025-06-24,Twitter,e0fea305-3897-4f42-88c0-1d856f01bb13,21693.0,17301.0,16761.0,1046.51,48.24,0.06,0.06
2025-07-03,Meta Ads,b2453fdd-66cb-42ca-b9b6-460a6f106ace,45425.0,31791.0,21993.0,2761.97,60.8,0.09,0.13
2025-04-21,Twitter,3c8e6a28-7df6-4da7-8396-188106f76e08,56229.0,13150.0,12193.0,638.36,11.35,,0.05
