campaign_item_id,no_of_days,time,ext_service_id,ext_service_name,creative_id,creative_width,creative_height,search_tags,template_id,landing_page,advertiser_id,advertiser_name,network_id,approved_budget,advertiser_currency,channel_id,channel_name,max_bid_cpm,network_margin,campaign_budget_usd,impressions,clicks,stats_currency,currency_code,exchange_rate,media_cost_usd,position_in_content,unique_reach,total_reach,search_tag_cat,cmi_currency_code,timezone,weekday_cat,keywords
2766,58,2022-06-05,128,Facebook Ads,1005,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/gemstone-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,655,12,USD,USD,1,13.350925,,,,Youtube,USD,America/New_York,week_end,artisan jewelry
2766,59,2022-06-06,128,Facebook Ads,1005,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/layered-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,572,5,USD,USD,1,6.55438,,,,Youtube,USD,America/New_York,week_day,layered jewelry
2766,60,2022-06-07,4,Google Ads,1005,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/women/costume-jewelry/,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,553,8,USD,USD,1,4.690084,,,,Youtube,USD,America/New_York,week_day,tribal jewelry
2766,61,2022-06-08,16,DV360,1005,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/cuff-bracelets-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,610,8,USD,USD,1,11.652413,,,,Youtube,USD,America/New_York,week_day,artisan jewelry
2766,62,2022-06-09,128,Facebook Ads,1005,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/pendant-necklaces-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,622,10,USD,USD,1,13.628551,,,,Youtube,USD,America/New_York,week_day,rhinestone jewelry
2766,63,2022-06-10,4,Google Ads,1005,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/gemstone-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,618,5,USD,USD,1,9.568429,,,,Youtube,USD,America/New_York,week_day,statement rings
2766,64,2022-06-11,16,DV360,1005,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/pearl-jewelry-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,611,10,USD,USD,1,9.375291,,,,Youtube,USD,America/New_York,week_day,layered bracelets
2766,65,2022-06-12,128,Facebook Ads,1005,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/women/boho-jewelry/,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,617,7,USD,USD,1,7.502877,,,,Youtube,USD,America/New_York,week_end,mixed metal jewelry
2766,66,2022-06-13,16,DV360,1005,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/beaded-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,682,7,USD,USD,1,18.024289,,,,Youtube,USD,America/New_York,week_day,layered jewelry
2766,67,2022-06-14,16,DV360,1005,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/cuff-bracelets-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,603,5,USD,USD,1,9.447933,,,,Youtube,USD,America/New_York,week_day,chic and affordable jewelry
2766,68,2022-06-15,128,Facebook Ads,1005,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/women/fashion-jewelry,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,996,14,USD,USD,1,40.174019,,,,Youtube,USD,America/New_York,week_day,clip-on earrings
2766,69,2022-06-16,4,Google Ads,1005,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/women/costume-jewelry/,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,868,20,USD,USD,1,27.7328,,,,Youtube,USD,America/New_York,week_day,layered jewelry
2766,70,2022-06-17,4,Google Ads,1005,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/women/handmade-jewelry/,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,815,13,USD,USD,1,14.195723,,,,Youtube,USD,America/New_York,week_day,colorful jewelry
2766,71,2022-06-18,4,Google Ads,1005,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/beaded-bracelets-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,823,7,USD,USD,1,18.987185,,,,Youtube,USD,America/New_York,week_day,funky jewelry
2766,72,2022-06-19,16,DV360,1005,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/choker-necklaces-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,786,16,USD,USD,1,21.214877,,,,Youtube,USD,America/New_York,week_end,cuff bracelets
2766,73,2022-06-20,128,Facebook Ads,1005,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/pearl-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,1132,15,USD,USD,1,38.196921,,,,Youtube,USD,America/New_York,week_day,elegant and modern jewelry
2766,74,2022-06-21,16,DV360,1005,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/women/designer-inspired-jewelry/,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,703,5,USD,USD,1,7.38175,,,,Youtube,USD,America/New_York,week_day,fashionable jewelry
2766,75,2022-06-22,128,Facebook Ads,1005,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/women/vintage-inspired-jewelry/,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,785,12,USD,USD,1,13.212078,,,,Youtube,USD,America/New_York,week_day,statement necklaces
2766,76,2022-06-23,128,Facebook Ads,1005,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/beaded-jewelry-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,623,7,USD,USD,1,3.837349,,,,Youtube,USD,America/New_York,week_day,elegant and modern jewelry
2766,77,2022-06-24,4,Google Ads,1005,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/beaded-bracelets-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,567,4,USD,USD,1,0.985314,,,,Youtube,USD,America/New_York,week_day,colorful jewelry
2766,78,2022-06-25,4,Google Ads,1005,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/bold-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,615,10,USD,USD,1,4.287717,,,,Youtube,USD,America/New_York,week_day,bold jewelry
2766,79,2022-06-26,4,Google Ads,1005,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/women/vintage-inspired-jewelry/,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,618,8,USD,USD,1,4.166708,,,,Youtube,USD,America/New_York,week_end,seashell jewelry
2766,80,2022-06-27,16,DV360,1005,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/women/bold-jewelry/,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,564,9,USD,USD,1,1.200907,,,,Youtube,USD,America/New_York,week_day,beaded bracelets
2766,81,2022-06-28,16,DV360,1005,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/boho-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,560,5,USD,USD,1,0.815949,,,,Youtube,USD,America/New_York,week_day,party jewelry
2766,82,2022-06-29,128,Facebook Ads,1005,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/layered-necklaces-for-women,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,545,9,USD,USD,1,0.649222,,,,Youtube,USD,America/New_York,week_day,modern jewelry
2766,83,2022-06-30,4,Google Ads,1005,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,573,3,USD,USD,1,1.30266,,,,Youtube,USD,America/New_York,week_day,winter jewelry
2766,84,2022-07-01,16,DV360,1005,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,550,9,USD,USD,1,0.547274,,,,Youtube,USD,America/New_York,week_day,seasonal jewelry
2766,85,2022-07-02,128,Facebook Ads,1005,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/layered-necklaces-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,577,4,USD,USD,1,1.940122,,,,Youtube,USD,America/New_York,week_day,drop earrings
2766,86,2022-07-03,128,Facebook Ads,1005,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/crystal-jewelry-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,578,6,USD,USD,1,3.179842,,,,Youtube,USD,America/New_York,week_end,charm bracelets
2766,87,2022-07-04,4,Google Ads,1005,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/women/fashion-jewelry/,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,582,6,USD,USD,1,3.801835,,,,Youtube,USD,America/New_York,week_day,costume jewelry sets
2766,88,2022-07-05,128,Facebook Ads,1005,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/delicate-bracelets-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,586,3,USD,USD,1,4.114127,,,,Youtube,USD,America/New_York,week_day,costume jewelry sets
2766,89,2022-07-06,16,DV360,1005,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/pearl-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,618,12,USD,USD,1,5.853306,,,,Youtube,USD,America/New_York,week_day,seasonal jewelry
2766,90,2022-07-07,16,DV360,1005,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/handmade-jewelry-for-women,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,754,8,USD,USD,1,9.830768,,,,Youtube,USD,America/New_York,week_day,pendant necklaces
2766,91,2022-07-08,16,DV360,1005,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/women/costume-jewelry/,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,650,6,USD,USD,1,5.391316,,,,Youtube,USD,America/New_York,week_day,fashion jewelry for women
2766,92,2022-07-09,16,DV360,1005,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/beaded-bracelets-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,599,11,USD,USD,1,3.734369,,,,Youtube,USD,America/New_York,week_day,bangles
2766,93,2022-07-10,4,Google Ads,1005,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/unique-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,543,6,USD,USD,1,1.216662,,,,Youtube,USD,America/New_York,week_end,chic jewelry
2766,94,2022-07-11,16,DV360,1005,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/gemstone-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,538,5,USD,USD,1,1.203895,,,,Youtube,USD,America/New_York,week_day,layered jewelry
2766,95,2022-07-12,4,Google Ads,1005,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/boho-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,562,3,USD,USD,1,2.648075,,,,Youtube,USD,America/New_York,week_day,summer jewelry
2766,96,2022-07-13,128,Facebook Ads,1005,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/women/affordable-jewelry/,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,665,9,USD,USD,1,6.013826,,,,Youtube,USD,America/New_York,week_day,vintage-inspired jewelry
2766,97,2022-07-14,128,Facebook Ads,1005,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/women/designer-inspired-jewelry/,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,539,8,USD,USD,1,0.414416,,,,Youtube,USD,America/New_York,week_day,dazzling jewelry
2766,98,2022-07-15,16,DV360,1005,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/women/bold-jewelry/,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,524,6,USD,USD,1,0.433582,,,,Youtube,USD,America/New_York,week_day,pendant necklaces
2766,99,2022-07-16,128,Facebook Ads,1005,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/women/statement-jewelry/,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,542,9,USD,USD,1,1.388612,,,,Youtube,USD,America/New_York,week_day,spring jewelry
2766,100,2022-07-17,16,DV360,1005,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/mixed-metal-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,592,3,USD,USD,1,2.815935,,,,Youtube,USD,America/New_York,week_end,stud earrings
2766,101,2022-07-18,16,DV360,1005,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/tassel-earrings-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,575,12,USD,USD,1,3.40186,,,,Youtube,USD,America/New_York,week_day,mixed metal jewelry
2766,102,2022-07-19,128,Facebook Ads,1005,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/beaded-jewelry-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,570,7,USD,USD,1,2.490444,,,,Youtube,USD,America/New_York,week_day,beach jewelry
2766,103,2022-07-20,4,Google Ads,1005,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/layered-necklaces-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,576,8,USD,USD,1,1.853376,,,,Youtube,USD,America/New_York,week_day,vibrant jewelry
2766,104,2022-07-21,16,DV360,1005,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/pendant-necklaces-for-women,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,554,5,USD,USD,1,1.283391,,,,Youtube,USD,America/New_York,week_day,vintage-inspired jewelry
2766,105,2022-07-22,16,DV360,1005,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/beaded-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,558,8,USD,USD,1,1.104031,,,,Youtube,USD,America/New_York,week_day,fashion brooches
2766,106,2022-07-23,128,Facebook Ads,1005,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/long-necklaces-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,533,2,USD,USD,1,0.813543,,,,Youtube,USD,America/New_York,week_day,gemstone jewelry
2766,107,2022-07-24,4,Google Ads,1005,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/affordable-jewelry-for-women,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,806,16,USD,USD,1,15.857935,,,,Youtube,USD,America/New_York,week_end,toe rings
2766,108,2022-07-25,4,Google Ads,1005,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/women/statement-jewelry/,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,800.0,765,3,USD,USD,1,10.708611,,,,Youtube,USD,America/New_York,week_day,religious jewelry
2766,109,2022-07-26,128,Facebook Ads,1005,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/multi-strand-necklaces-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,800.0,749,14,USD,USD,1,11.182085,,,,Youtube,USD,America/New_York,week_day,seasonal jewelry
2766,110,2022-07-27,128,Facebook Ads,1005,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/chunky-jewelry-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,800.0,584,5,USD,USD,1,2.341544,,,,Youtube,USD,America/New_York,week_day,unique and trendy jewelry
2766,111,2022-07-28,16,DV360,1005,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/women/affordable-jewelry/,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,800.0,1124,14,USD,USD,1,13.920938,,,,Youtube,USD,America/New_York,week_day,edwardian jewelry
2766,112,2022-07-29,16,DV360,1005,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/collections/long-necklaces-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,800.0,1426,9,USD,USD,1,19.553947,,,,Youtube,USD,America/New_York,week_day,trendy jewelry
2766,113,2022-07-30,128,Facebook Ads,1005,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/minimalist-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,800.0,1145,21,USD,USD,1,15.895375,,,,Youtube,USD,America/New_York,week_day,art deco jewelry
2766,114,2022-07-31,4,Google Ads,1005,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/hoop-earrings-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,800.0,1659,21,USD,USD,1,34.969504,,,,Youtube,USD,America/New_York,week_end,handmade jewelry
2766,115,2022-08-01,16,DV360,1005,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/vintage-inspired-jewelry-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,800.0,2916,27,USD,USD,1,76.217342,,,,Youtube,USD,America/New_York,week_day,art nouveau jewelry
2766,116,2022-08-02,4,Google Ads,1005,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/beaded-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,800.0,2919,34,USD,USD,1,72.066274,,,,Youtube,USD,America/New_York,week_day,everyday jewelry
2766,117,2022-08-03,16,DV360,1005,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/dainty-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,800.0,2473,21,USD,USD,1,37.664846,,,,Youtube,USD,America/New_York,week_day,boho jewelry
2766,118,2022-08-04,16,DV360,1005,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/rhinestone-jewelry-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,800.0,739,9,USD,USD,1,5.425254,,,,Youtube,USD,America/New_York,week_day,nature-inspired jewelry
2766,53,2022-05-31,16,DV360,1010,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/women/unique-jewelry/,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,754,16,USD,USD,1,32.658344,,,,Youtube,USD,America/New_York,week_day,toe rings
2766,54,2022-06-01,4,Google Ads,1010,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/chunky-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,787,10,USD,USD,1,36.156646,,,,Youtube,USD,America/New_York,week_day,fall jewelry
2766,55,2022-06-02,16,DV360,1010,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/long-necklaces-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,737,11,USD,USD,1,29.974918,,,,Youtube,USD,America/New_York,week_day,unique jewelry
2766,56,2022-06-03,4,Google Ads,1010,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/rhinestone-jewelry-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,547,7,USD,USD,1,3.60663,,,,Youtube,USD,America/New_York,week_day,costume jewelry sets
2766,57,2022-06-04,128,Facebook Ads,1010,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/crystal-jewelry-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,556,7,USD,USD,1,5.169941,,,,Youtube,USD,America/New_York,week_day,summer jewelry
2766,58,2022-06-05,16,DV360,1010,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/choker-necklaces-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,607,4,USD,USD,1,10.193957,,,,Youtube,USD,America/New_York,week_end,vintage jewelry
2766,59,2022-06-06,4,Google Ads,1010,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/choker-necklaces-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,554,9,USD,USD,1,4.913557,,,,Youtube,USD,America/New_York,week_day,statement necklaces
2766,60,2022-06-07,16,DV360,1010,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/multi-strand-necklaces-for-women,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,542,10,USD,USD,1,3.762346,,,,Youtube,USD,America/New_York,week_day,winter jewelry
2766,61,2022-06-08,16,DV360,1010,0.0,0.0,#Be Bold. Be X,23.0,https://www.abcjewelry.com/collections/cuff-bracelets-for-women,5191,Brand,287,1000.0,USD,64,Video,1.0,0.0,760.0,569,3,USD,USD,1,7.599686,,,,Youtube,USD,America/New_York,week_day,cuff bracelets
2766,62,2022-06-09,4,Google Ads,1010,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/women/designer-inspired-jewelry/,5191,Brand,287,1000.0,USD,32,Mobile,1.0,0.0,760.0,570,4,USD,USD,1,7.402583,,,,Youtube,USD,America/New_York,week_day,midi rings
2766,63,2022-06-10,16,DV360,1010,0.0,0.0,#The X Factor - Fashion for the Fearless,23.0,https://www.abcjewelry.com/collections/hoop-earrings-for-women,5191,Brand,287,1000.0,USD,1,Display,1.0,0.0,760.0,567,4,USD,USD,1,6.238379,,,,Youtube,USD,America/New_York,week_day,elegant jewelry
2766,64,2022-06-11,16,DV360,1010,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/beaded-bracelets-for-women,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,560,11,USD,USD,1,5.369225,,,,Youtube,USD,America/New_York,week_day,bold jewelry
2766,65,2022-06-12,16,DV360,1010,0.0,0.0,#The Ultimate Fashion Statement with X,23.0,https://www.abcjewelry.com/collections/cuff-bracelets-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,553,4,USD,USD,1,3.993496,,,,Youtube,USD,America/New_York,week_end,dangle earrings
2766,66,2022-06-13,4,Google Ads,1010,0.0,0.0,#The Power of X,23.0,https://www.abcjewelry.com/collections/delicate-bracelets-for-women,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,598,12,USD,USD,1,11.608823,,,,Youtube,USD,America/New_York,week_day,brooches
2766,67,2022-06-14,128,Facebook Ads,1010,0.0,0.0,#Timeless X Style,23.0,https://www.abcjewelry.com/women/bold-jewelry/,5191,Brand,287,1000.0,USD,4,Search,1.0,0.0,760.0,557,10,USD,USD,1,5.924931,,,,Youtube,USD,America/New_York,week_day,bold jewelry
2766,68,2022-06-15,16,DV360,1010,0.0,0.0,#Embrace Your Individuality with X,23.0,https://www.abcjewelry.com/collections/unique-jewelry-for-women,5191,Brand,287,1000.0,USD,8,Social,1.0,0.0,760.0,769,10,USD,USD,1,26.397507,,,,Youtube,USD,America/New_York,week_day,body jewelry
